"","gkschid","g1schid","g2schid","g3schid","gktchid","g1tchid","g2tchid","g3tchid","gkfreelunch","g1freelunch","g2freelunch","g3freelunch","gksurban","g1surban","g2surban","g3surban","gktyears","g1tyears","g2tyears","g3tyears","gender","race","g3tmathss","classtype"
"425",203452,203452,203452,203452,20345205,20345209,20345212,20345216,1,2,1,2,3,3,3,3,20,19,18,6,1,1,629,"2"
"426",203452,203452,203452,203452,20345203,20345208,20345211,20345217,2,2,2,2,3,3,3,3,19,1,32,17,1,1,684,"1"
"427",244723,244723,244723,244723,24472303,24472310,24472315,24472322,1,1,1,1,1,1,1,1,1,25,4,22,2,2,655,"1"
"428",161183,161183,161183,161183,16118301,16118308,16118316,16118321,2,2,2,2,3,3,3,3,12,15,10,13,1,1,663,"2"
"429",205491,205491,205491,205491,20549101,20549105,20549111,20549115,2,1,2,2,2,2,2,2,0,16,10,6,1,1,684,"1"
"430",264945,264945,264945,264945,26494505,26494509,26494512,26494518,2,2,2,2,2,2,2,2,8,9,9,6,1,1,634,"1"
"431",130085,130085,130085,130085,13008504,13008508,13008512,13008516,2,2,2,2,2,2,2,2,11,12,11,18,2,1,651,"1"
"432",244755,244755,244755,244755,24475503,24475514,24475519,24475526,2,1,1,1,1,1,1,1,9,6,14,33,1,2,631,"1"
"433",244831,244831,244831,244831,24483102,24483106,24483110,24483115,1,1,1,1,2,2,2,2,18,18,7,8,2,2,614,"2"
"434",203452,203452,203452,203452,20345201,20345208,20345215,20345220,1,1,1,2,3,3,3,3,19,1,11,31,2,1,580,"1"
"435",205491,205491,205491,205491,20549102,20549105,20549111,20549115,2,1,2,1,2,2,2,2,15,16,10,6,2,1,610,"1"
"436",128076,128076,128076,128076,12807602,12807607,12807611,12807615,2,2,2,2,2,2,2,2,8,8,22,15,1,1,608,"2"
"437",128079,128079,128079,128079,12807901,12807906,12807909,12807914,2,2,2,2,3,3,3,3,8,0,9,8,1,1,629,"2"
"438",128079,128079,128079,128079,12807902,12807904,12807911,12807915,2,2,2,2,3,3,3,3,8,8,13,23,1,1,610,"3"
"439",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,1,1,645,"3"
"440",208501,208501,208501,208501,20850101,20850107,20850110,20850114,2,2,2,2,3,3,3,3,13,17,17,12,2,1,648,"2"
"441",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,2,2,2,3,3,3,3,12,21,14,9,2,1,663,"3"
"442",244723,244723,244723,244723,24472302,24472310,24472315,24472321,1,1,1,1,1,1,1,1,2,25,4,29,2,2,667,"1"
"443",221571,221571,208503,208503,22157101,22157107,20850307,20850310,2,1,1,1,3,3,3,3,3,5,18,13,2,1,667,"2"
"444",208503,208503,208503,208503,20850301,20850306,20850307,20850310,2,2,2,2,3,3,3,3,8,13,18,13,1,1,629,"2"
"445",244727,244727,244727,244727,24472703,24472709,24472712,24472715,2,1,2,2,2,2,2,2,12,2,9,28,1,2,582,"3"
"446",212522,212522,212522,212522,21252204,21252208,21252213,21252217,1,1,1,1,4,4,4,4,17,16,17,11,1,2,589,"1"
"447",193423,193423,193422,193422,19342302,19342305,19342209,19342212,2,2,2,2,3,3,3,3,12,6,15,13,2,2,604,"1"
"448",216536,216537,216537,216537,21653604,21653705,21653708,21653714,1,1,1,2,3,3,3,3,22,9,0,7,1,1,606,"1"
"449",159171,159171,159171,159171,15917102,15917111,15917116,15917122,1,2,1,1,3,3,3,3,8,1,5,3,2,1,672,"1"
"450",244697,244697,244697,244697,24469703,24469707,24469715,24469718,1,1,1,1,1,1,1,1,5,36,31,18,2,2,594,"3"
"451",205490,205490,205490,205490,20549001,20549006,20549009,20549012,1,1,1,1,1,1,1,1,3,1,8,18,1,2,573,"1"
"452",159171,159171,159171,159171,15917104,15917111,15917116,15917122,2,2,2,2,3,3,3,3,6,1,5,3,1,1,655,"1"
"453",170295,170295,170295,170295,17029502,17029507,17029510,17029514,2,2,2,2,3,3,3,3,14,11,2,15,1,1,612,"3"
"454",230612,230612,230612,230612,23061203,23061204,23061207,23061210,2,2,2,2,3,3,3,3,6,8,19,0,1,1,618,"2"
"455",159171,159171,159171,159171,15917104,15917110,15917117,15917122,2,2,2,2,3,3,3,3,6,7,0,3,1,1,642,"1"
"456",215533,215533,215533,215533,21553303,21553312,21553317,21553325,2,2,2,2,3,3,3,3,6,18,9,5,1,1,631,"1"
"457",221571,221571,221571,221571,22157101,22157109,22157116,22157121,1,1,1,1,3,3,3,3,3,3,15,9,1,2,594,"2"
"458",244755,244755,244755,244755,24475503,24475510,24475517,24475525,1,1,1,1,1,1,1,1,9,9,2,8,1,2,599,"1"
"459",244831,244831,244831,244831,24483101,24483104,24483108,24483112,2,2,1,2,2,2,2,2,12,1,11,8,1,1,631,"1"
"460",228606,228606,228606,228606,22860601,22860606,22860612,22860616,2,2,2,2,3,3,3,3,8,23,20,19,1,2,610,"3"
"461",231616,231616,231616,231616,23161603,23161606,23161607,23161611,2,2,2,2,3,3,3,3,20,32,6,0,2,1,648,"2"
"462",162184,162184,162184,162184,16218403,16218408,16218412,16218416,2,2,2,2,3,3,3,3,6,19,12,3,1,1,636,"1"
"463",244723,244723,244723,244723,24472303,24472310,24472315,24472322,1,1,1,1,1,1,1,1,1,25,4,22,2,2,622,"1"
"464",261927,261927,261927,261927,26192703,26192709,26192713,26192717,2,2,2,2,3,3,3,3,3,17,17,13,1,1,672,"1"
"465",234628,234628,234628,234628,23462802,23462809,23462813,23462818,2,2,2,2,3,3,3,3,20,9,11,13,1,1,711,"3"
"466",218562,218562,218562,218562,21856201,21856206,21856211,21856215,2,1,2,2,4,4,4,4,14,19,12,2,1,1,596,"1"
"467",218562,218562,218562,218562,21856201,21856205,21856210,21856214,2,2,2,2,4,4,4,4,14,5,9,13,1,1,564,"1"
"468",244727,244727,244727,244727,24472701,24472706,24472714,24472719,2,2,2,2,2,2,2,2,21,3,4,13,2,2,659,"1"
"469",244727,244727,244727,244727,24472703,24472709,24472712,24472715,1,1,2,2,2,2,2,2,12,2,9,28,2,2,593,"3"
"470",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,1,1,667,"3"
"471",244799,244799,244799,244799,24479901,24479905,24479911,24479916,2,2,2,2,2,2,2,2,10,4,28,6,1,2,597,"3"
"472",244774,244774,244774,244774,24477404,24477411,24477413,24477421,1,1,1,1,1,1,1,1,2,13,8,21,1,2,642,"1"
"473",205492,205492,205492,205492,20549202,20549207,20549210,20549215,1,1,1,1,2,2,2,2,3,1,12,7,1,2,515,"1"
"474",244776,244776,244776,244776,24477608,24477609,24477616,24477623,1,1,1,2,1,1,1,1,3,8,21,11,1,2,594,"1"
"475",244839,244839,244839,244839,24483904,24483906,24483911,24483916,2,2,2,2,2,2,2,2,0,4,28,11,1,2,678,"1"
"476",244801,244801,244801,244801,24480101,24480107,24480110,24480115,2,2,2,2,2,2,2,2,0,16,12,19,2,1,667,"2"
"477",225585,225585,225585,225585,22558503,22558507,22558512,22558516,2,1,1,1,3,3,3,3,13,11,13,17,1,1,604,"2"
"478",244774,244774,244774,244774,24477405,24477407,24477412,24477419,1,1,1,1,1,1,1,1,6,3,4,16,1,2,591,"2"
"479",244697,244697,244697,244697,24469705,24469706,24469713,24469721,1,1,1,1,1,1,1,1,14,26,4,29,1,2,586,"1"
"480",128079,128079,128079,128079,12807902,12807904,12807911,12807915,2,2,2,2,3,3,3,3,8,8,13,23,1,1,596,"3"
"481",244780,244780,244780,244780,24478003,24478006,24478007,24478012,2,2,2,2,1,1,1,1,2,17,2,3,1,2,639,"1"
"482",244764,244764,244764,244764,24476402,24476404,24476406,24476410,1,1,1,1,1,1,1,1,13,18,19,30,2,2,659,"1"
"483",261927,261927,261927,261927,26192704,26192708,26192712,26192715,2,2,2,2,3,3,3,3,11,16,11,19,2,1,564,"2"
"484",208503,208503,208503,208503,20850303,20850305,20850308,20850311,2,2,2,2,3,3,3,3,3,11,15,8,2,1,616,"3"
"485",259915,259915,259915,259915,25991502,25991507,25991511,25991514,2,2,1,1,3,3,3,3,15,2,19,0,2,1,604,"3"
"486",193422,193422,193422,193422,19342202,19342204,19342209,19342212,2,2,2,2,3,3,3,3,8,13,15,13,2,1,684,"1"
"487",259915,259915,259915,259915,25991501,25991504,25991508,25991512,1,1,1,1,3,3,3,3,11,0,9,34,1,1,651,"1"
"488",259915,259915,259915,259915,25991503,25991506,25991509,25991513,2,2,2,2,3,3,3,3,5,12,2,1,2,1,631,"2"
"489",205490,205490,205490,205490,20549002,20549004,20549008,20549010,1,1,1,1,1,1,1,1,11,1,1,11,1,2,604,"3"
"490",257905,257905,257905,257905,25790504,25790513,25790520,25790527,2,2,2,2,4,4,4,4,5,20,15,7,2,1,648,"2"
"491",189378,189378,189378,189378,18937803,18937806,18937811,18937815,2,2,2,2,3,3,3,3,5,23,8,16,1,1,655,"3"
"492",216536,216537,216537,216537,21653605,21653704,21653707,21653723,2,2,2,2,3,3,3,3,1,0,20,28,2,1,672,"2"
"493",257905,257905,257905,257905,25790503,25790510,25790518,25790525,2,2,1,1,4,4,4,4,13,20,23,9,2,1,645,"1"
"494",253888,253888,253888,253888,25388801,25388805,25388807,25388810,2,2,2,2,3,3,3,3,13,10,27,19,1,1,642,"3"
"495",193423,193423,193423,193423,19342302,19342306,19342312,19342319,1,1,1,1,3,3,3,3,12,12,23,12,1,1,583,"1"
"496",261927,261927,261927,261927,26192704,26192706,26192712,26192715,2,2,2,2,3,3,3,3,11,5,11,19,2,1,700,"2"
"497",221571,221571,221571,221571,22157103,22157107,22157116,22157121,2,2,2,2,3,3,3,3,13,5,15,9,2,2,616,"2"
"498",221574,221574,221574,221574,22157404,22157405,22157410,22157414,2,2,2,2,3,3,3,3,2,11,19,3,2,1,631,"2"
"499",244708,244708,244708,244708,24470801,24470807,24470817,24470822,1,1,1,1,1,1,1,1,14,4,30,33,2,2,631,"1"
"500",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,1,1,610,"3"
"501",244723,244723,244723,244755,24472301,24472307,24472317,24475523,1,1,1,1,1,1,1,1,17,33,5,12,1,2,574,"3"
"502",130085,130085,130085,130085,13008503,13008506,13008509,13008513,2,2,2,2,2,2,2,2,8,1,22,15,1,1,642,"3"
"503",130085,130085,130085,130085,13008503,13008506,13008509,13008513,2,2,2,2,2,2,2,2,8,1,22,15,1,1,639,"3"
"504",244755,244755,244755,244755,24475503,24475514,24475519,24475526,1,1,1,1,1,1,1,1,9,6,14,33,1,2,604,"1"
"505",244831,244831,244831,244831,24483101,24483104,24483108,24483112,1,1,1,1,2,2,2,2,12,1,11,8,2,1,634,"1"
"506",257905,257905,257905,257905,25790502,25790508,25790519,25790526,2,1,1,1,4,4,4,4,14,18,22,8,1,1,659,"1"
"507",244780,244780,244780,244780,24478002,24478004,24478008,24478010,1,1,1,1,1,1,1,1,10,2,1,3,2,2,567,"2"
"508",161176,161176,161176,161176,16117604,16117607,16117612,16117616,2,1,2,2,3,3,3,3,6,6,4,13,1,1,585,"1"
"509",161183,161183,161183,161183,16118304,16118309,16118313,16118318,1,1,1,1,3,3,3,3,10,14,8,11,1,1,568,"3"
"510",161183,161183,161183,161183,16118306,16118312,16118315,16118319,1,1,1,1,3,3,3,3,16,12,14,10,2,2,577,"1"
"511",162184,162184,162184,162184,16218403,16218408,16218412,16218416,2,2,2,2,3,3,3,3,6,19,12,3,1,1,678,"1"
"512",244831,244831,244831,244831,24483101,24483105,24483111,24483113,2,2,2,2,2,2,2,2,12,21,4,18,1,2,622,"1"
"513",176329,176329,176329,176329,17632903,17632908,17632912,17632916,2,2,2,2,3,3,3,3,4,2,28,36,2,1,629,"1"
"514",168214,168214,168214,168214,16821401,16821404,16821410,16821414,2,2,2,2,3,3,3,3,6,13,14,18,1,1,678,"1"
"515",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,2,1,659,"3"
"516",168211,168211,168211,168211,16821103,16821106,16821113,16821119,1,2,1,1,3,3,3,3,15,0,2,1,2,1,629,"1"
"517",168211,168211,168211,168211,16821105,16821107,16821114,16821118,1,1,1,1,3,3,3,3,14,17,26,16,2,1,672,"3"
"518",168211,168211,168211,168211,16821105,16821108,16821112,16821117,1,1,1,1,3,3,3,3,14,13,11,14,1,1,622,"3"
"519",123056,123056,123056,123056,12305603,12305604,12305607,12305610,2,1,2,2,3,3,3,3,16,10,26,17,1,1,594,"2"
"520",123056,123056,123056,123056,12305602,12305606,12305609,12305611,1,1,1,2,3,3,3,3,6,12,6,15,2,1,651,"1"
"521",189378,189378,189378,189378,18937802,18937805,18937809,18937814,1,1,1,1,3,3,3,3,2,2,15,14,2,1,672,"1"
"522",168211,168211,168211,168211,16821104,16821109,16821115,16821120,1,2,2,2,3,3,3,3,8,12,14,17,1,1,700,"1"
"523",264945,264945,264945,264945,26494502,26494507,26494511,26494517,2,2,2,2,2,2,2,2,3,6,1,16,1,1,603,"3"
"524",244728,244728,244728,244728,24472801,24472804,24472807,24472811,1,1,1,1,1,1,1,1,1,21,5,2,1,2,672,"1"
"525",221574,221574,221574,221574,22157401,22157407,22157409,22157413,2,2,2,2,3,3,3,3,1,10,18,11,2,1,608,"1"
"526",244745,244745,244745,244745,24474502,24474506,24474511,24474513,2,2,2,2,2,2,2,2,14,4,25,21,2,1,585,"1"
"527",169229,169229,169229,169229,16922906,16922909,16922927,16922935,2,2,2,2,2,2,2,2,16,9,8,17,1,1,642,"1"
"528",262937,262937,262937,262937,26293703,26293706,26293710,26293715,2,2,2,2,2,2,2,2,18,20,19,13,2,1,610,"1"
"529",244799,244799,244799,244799,24479903,24479908,24479913,24479918,1,1,1,1,2,2,2,2,5,23,15,24,1,2,645,"1"
"530",169280,169280,169280,169280,16928001,16928005,16928010,16928015,2,2,2,2,2,2,2,2,12,4,1,24,1,1,626,"1"
"531",169231,169231,169231,169231,16923103,16923106,16923111,16923115,2,2,1,1,1,1,1,1,3,14,13,19,1,2,622,"2"
"532",262937,262937,262937,262937,26293701,26293707,26293709,26293714,2,2,2,2,2,2,2,2,16,3,15,21,1,1,614,"3"
"533",209510,209510,209510,209510,20951001,20951007,20951017,20951024,2,2,2,2,3,3,3,3,8,0,1,5,1,1,672,"2"
"534",244776,244776,244776,244776,24477606,24477611,24477619,24477622,1,1,1,1,1,1,1,1,10,5,13,3,1,2,601,"3"
"535",225585,225585,225585,225585,22558501,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,1,1,580,"2"
"536",169231,169231,169231,169231,16923101,16923105,16923110,16923114,1,2,1,2,1,1,1,1,9,7,10,7,2,1,610,"3"
"537",169229,169229,169229,169229,16922903,16922911,16922929,16922933,2,2,2,2,2,2,2,2,13,7,8,15,1,1,574,"2"
"538",205492,205492,205492,205492,20549204,20549207,20549211,20549216,1,2,1,1,2,2,2,2,3,1,2,3,2,2,648,"1"
"539",170295,170295,170295,170295,17029502,17029505,17029509,17029513,2,2,2,2,3,3,3,3,14,1,8,19,1,1,579,"3"
"540",201449,201449,201449,201449,20144905,20144913,20144920,20144927,2,2,1,1,3,3,3,3,10,42,0,23,1,1,648,"2"
"541",189382,189382,189382,189382,18938203,18938208,18938212,18938216,2,2,2,2,2,2,2,2,14,11,12,29,2,1,655,"3"
"542",203457,203457,203457,203457,20345703,20345706,20345707,20345711,1,1,1,1,3,3,3,3,15,13,11,4,2,1,663,"1"
"543",244801,244801,244801,244801,24480104,24480105,24480112,24480116,2,2,2,2,2,2,2,2,20,16,23,14,1,1,678,"1"
"544",244727,244727,244727,244727,24472702,24472708,24472713,24472718,1,2,2,2,2,2,2,2,4,4,4,7,2,2,624,"2"
"545",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,2,1,678,"3"
"546",244708,244708,244708,244708,24470803,24470810,24470815,24470823,1,1,1,1,1,1,1,1,2,4,7,25,2,2,583,"2"
"547",244728,244728,244728,244728,24472803,24472806,24472810,24472813,2,1,1,1,1,1,1,1,15,3,30,22,2,2,547,"2"
"548",189378,189378,189378,189378,18937803,18937806,18937811,18937815,2,2,2,2,3,3,3,3,5,23,8,16,2,1,655,"3"
"549",189378,189378,189378,189378,18937802,18937805,18937809,18937814,1,1,1,1,3,3,3,3,2,2,15,14,1,1,636,"1"
"550",189396,189396,189396,189396,18939603,18939607,18939610,18939614,2,1,2,2,3,3,3,3,12,6,2,10,1,1,601,"3"
"551",189378,189378,189378,189378,18937802,18937805,18937809,18937814,2,2,2,2,3,3,3,3,2,2,15,14,1,1,601,"1"
"552",244780,244780,244780,244780,24478003,24478006,24478007,24478012,1,1,1,1,1,1,1,1,2,17,2,3,2,2,624,"1"
"553",191411,191411,191411,191411,19141103,19141106,19141109,19141112,2,2,2,2,3,3,3,3,13,19,14,3,1,1,645,"2"
"554",201449,201449,201449,201449,20144904,20144910,20144916,20144923,2,2,2,2,3,3,3,3,7,9,15,15,2,1,631,"3"
"555",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,1,1,645,"3"
"556",203452,203452,203452,203452,20345203,20345207,20345215,20345220,2,2,2,2,3,3,3,3,19,7,11,31,2,1,642,"1"
"557",203452,203452,203452,203452,20345202,20345210,20345213,20345216,1,1,1,1,3,3,3,3,11,4,19,6,2,1,620,"2"
"558",205492,205492,205492,205492,20549204,20549207,20549210,20549215,2,1,1,2,2,2,2,2,3,1,12,7,1,2,594,"1"
"559",161183,161183,161183,161183,16118303,16118311,16118314,16118320,2,2,2,2,3,3,3,3,6,7,10,18,2,1,601,"1"
"560",228606,228606,228606,228606,22860601,22860607,22860612,22860616,2,2,2,2,3,3,3,3,8,13,20,19,2,2,618,"3"
"561",205491,205491,205491,205491,20549102,20549105,20549111,20549115,2,2,2,2,2,2,2,2,15,16,10,6,2,1,642,"1"
"562",203452,203452,203452,203452,20345203,20345207,20345211,20345217,2,2,2,2,3,3,3,3,19,7,32,17,1,1,659,"1"
"563",128076,128076,128076,128076,12807601,12807606,12807609,12807612,2,2,2,2,2,2,2,2,0,0,14,6,2,1,616,"1"
"564",208503,208503,208503,208503,20850301,20850306,20850307,20850310,2,2,2,2,3,3,3,3,8,13,18,13,1,1,639,"2"
"565",208503,208503,208503,208503,20850303,20850305,20850308,20850311,2,2,2,2,3,3,3,3,3,11,15,8,2,1,634,"3"
"566",209510,209510,209510,209510,20951003,20951008,20951012,20951019,2,2,2,2,3,3,3,3,13,8,13,13,1,1,645,"3"
"567",209510,209510,209510,209510,20951002,20951006,20951014,20951018,1,1,1,1,3,3,3,3,3,4,14,4,2,1,626,"3"
"568",244727,244727,244727,244727,24472702,24472708,24472713,24472718,1,2,2,1,2,2,2,2,4,4,4,7,1,2,648,"2"
"569",212522,212522,212522,212522,21252201,21252209,21252214,21252219,1,2,2,2,4,4,4,4,16,7,30,9,1,1,565,"3"
"570",193423,193423,193423,193423,19342303,19342307,19342314,19342318,2,2,2,2,3,3,3,3,12,17,9,9,1,1,645,"3"
"571",244780,244780,244780,244780,24478003,24478006,24478007,24478012,1,2,2,2,1,1,1,1,2,17,2,3,1,2,659,"1"
"572",193422,193422,193422,193422,19342201,19342205,19342208,19342213,2,2,2,2,3,3,3,3,9,11,7,17,2,1,645,"3"
"573",159171,159171,159171,159171,15917104,15917110,15917117,15917123,2,2,2,2,3,3,3,3,6,7,0,12,1,1,574,"1"
"574",170295,170295,170295,170295,17029504,17029508,17029511,17029515,2,2,2,2,3,3,3,3,1,3,13,8,1,1,634,"1"
"575",159171,159171,159171,159171,15917105,15917107,15917114,15917120,2,2,2,2,3,3,3,3,16,1,2,8,1,1,631,"2"
"576",170295,170295,170295,170295,17029502,17029507,17029510,17029514,1,2,1,1,3,3,3,3,14,11,2,15,2,1,606,"3"
"577",159171,159171,159171,159171,15917104,15917111,15917116,15917123,1,1,2,2,3,3,3,3,6,1,5,12,2,1,579,"1"
"578",159171,159171,159171,159171,15917102,15917110,15917117,15917122,2,2,2,2,3,3,3,3,8,7,0,3,1,1,634,"1"
"579",159171,159171,159171,159171,15917102,15917111,15917116,15917122,1,1,1,1,3,3,3,3,8,1,5,3,2,2,604,"1"
"580",244708,244708,244708,244708,24470802,24470808,24470816,24470824,1,1,1,1,1,1,1,1,1,1,14,8,1,2,593,"1"
"581",215533,215533,215533,215533,21553306,21553307,21553315,21553324,2,2,2,2,3,3,3,3,0,7,15,21,1,1,599,"2"
"582",159171,159171,159171,159171,15917104,15917111,15917116,15917122,2,2,2,2,3,3,3,3,6,1,5,3,2,1,606,"1"
"583",209510,209510,209510,209510,20951005,20951010,20951013,20951021,1,1,1,2,3,3,3,3,15,8,7,5,1,1,648,"1"
"584",221574,221574,221574,221574,22157402,22157408,22157412,22157416,2,2,2,2,3,3,3,3,8,11,6,7,1,1,596,"3"
"585",209510,209510,209510,209510,20951005,20951010,20951013,20951023,2,2,2,2,3,3,3,3,15,8,7,24,1,1,691,"1"
"586",221571,221571,221571,221571,22157103,22157109,22157116,22157121,2,2,2,2,3,3,3,3,13,3,15,9,1,1,663,"2"
"587",221574,221574,221574,221574,22157404,22157405,22157410,22157414,1,2,2,2,3,3,3,3,2,11,19,3,1,1,576,"2"
"588",228606,228606,228606,228606,22860604,22860608,22860609,22860613,2,2,2,2,3,3,3,3,14,13,10,30,2,1,711,"1"
"589",162184,162184,162184,162184,16218401,16218405,16218410,16218415,2,1,1,1,3,3,3,3,4,12,1,18,2,1,651,"2"
"590",162184,162184,162184,162184,16218402,16218407,16218409,16218414,1,1,1,1,3,3,3,3,5,2,22,10,2,1,535,"3"
"591",230612,230612,230612,230612,23061201,23061205,23061208,23061211,1,1,1,1,3,3,3,3,6,11,15,5,2,2,608,"3"
"592",261927,261927,261927,261927,26192704,26192708,26192712,26192715,2,2,1,2,3,3,3,3,11,16,11,19,2,1,651,"2"
"593",261927,261927,261927,261927,26192703,26192709,26192713,26192717,2,2,2,2,3,3,3,3,3,17,17,13,2,1,678,"1"
"594",234628,234628,234628,234628,23462804,23462806,23462815,23462820,2,2,2,2,3,3,3,3,10,8,16,6,2,1,655,"1"
"595",244755,244755,244755,244755,24475503,24475510,24475517,24475525,1,1,1,1,1,1,1,1,9,9,2,8,2,2,620,"1"
"596",216536,216537,216537,216537,21653603,21653706,21653712,21653715,2,2,2,2,3,3,3,3,8,14,6,2,1,1,570,"1"
"597",244839,244839,244839,244839,24483903,24483909,24483915,24483918,2,2,2,2,2,2,2,2,20,0,22,26,1,2,618,"2"
"598",244728,244728,244728,244728,24472801,24472804,24472807,24472811,1,1,1,1,1,1,1,1,1,21,5,2,2,2,606,"1"
"599",244727,244727,244727,244727,24472704,24472709,24472712,24472715,2,2,2,2,2,2,2,2,1,2,9,28,1,2,655,"3"
"600",244727,244727,244727,244727,24472701,24472707,24472711,24472717,1,1,2,2,2,2,2,2,21,32,7,9,2,2,558,"1"
"601",168214,168214,168214,168214,16821402,16821406,16821409,16821413,1,1,1,2,3,3,3,3,6,16,8,12,2,1,620,"3"
"602",208503,208503,208503,208503,20850302,20850304,20850309,20850314,2,2,2,2,3,3,3,3,8,3,12,14,2,1,711,"1"
"603",244776,244776,244776,244776,24477606,24477612,24477617,24477621,1,1,1,1,1,1,1,1,10,6,4,12,1,2,629,"3"
"604",259915,259915,259915,259915,25991503,25991506,25991509,25991513,2,2,2,2,3,3,3,3,5,12,2,1,1,1,614,"2"
"605",244776,244776,244776,244776,24477603,24477612,24477617,24477621,1,1,1,1,1,1,1,1,5,6,4,12,1,2,672,"3"
"606",244727,244727,244727,244727,24472702,24472705,24472713,24472718,1,1,2,2,2,2,2,2,4,11,4,7,2,2,586,"2"
"607",244727,244727,244727,244727,24472702,24472708,24472713,24472718,1,1,1,1,2,2,2,2,4,4,4,7,1,2,559,"2"
"608",244776,244776,244776,244776,24477606,24477611,24477619,24477622,1,1,1,1,1,1,1,1,10,5,13,3,2,2,580,"3"
"609",244774,244774,244774,244774,24477402,24477411,24477417,24477423,1,1,2,2,1,1,1,1,6,13,33,18,2,2,667,"1"
"610",244774,244774,244774,244774,24477404,24477409,24477413,24477421,1,1,1,1,1,1,1,1,2,9,8,21,2,2,631,"1"
"611",252885,252885,252885,252885,25288504,25288507,25288509,25288513,2,2,2,2,3,3,3,3,9,10,13,30,1,1,684,"3"
"612",216536,216537,216537,216537,21653602,21653702,21653709,21653716,2,2,2,2,3,3,3,3,13,0,16,1,1,1,651,"3"
"613",252885,252885,252885,252885,25288502,25288508,25288510,25288515,1,1,1,2,3,3,3,3,10,2,12,5,2,1,594,"2"
"614",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,1,1,3,3,3,3,14,39,8,0,1,1,700,"1"
"615",252885,264945,264945,264945,25288503,26494506,26494515,26494521,2,2,2,2,3,2,2,2,5,0,3,11,1,1,601,"2"
"616",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,2,2,3,3,3,3,14,39,8,0,2,1,642,"1"
"617",216536,216537,216537,216537,21653603,21653706,21653708,21653714,1,1,2,1,3,3,3,3,8,14,0,7,1,1,642,"1"
"618",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,2,2,3,3,3,3,14,39,8,0,2,1,663,"1"
"619",252885,252885,252885,252885,25288502,25288506,25288511,25288515,2,2,2,2,3,3,3,3,10,2,12,5,2,1,589,"2"
"620",216536,216537,216537,216537,21653605,21653704,21653707,21653723,2,2,2,2,3,3,3,3,1,0,20,28,1,1,655,"2"
"621",216536,216537,216537,216537,21653605,21653703,21653710,21653713,1,2,2,2,3,3,3,3,1,13,6,8,2,1,622,"2"
"622",257899,257899,257899,257899,25789903,25789910,25789914,25789920,2,2,2,2,3,3,3,3,8,14,17,10,2,1,636,"1"
"623",216536,216537,216537,216537,21653603,21653705,21653708,21653714,2,2,2,2,3,3,3,3,8,9,0,7,1,1,574,"1"
"624",216536,216537,216537,216537,21653604,21653706,21653712,21653715,2,2,2,2,3,3,3,3,22,14,6,2,1,1,616,"1"
"625",257905,257905,257905,257905,25790503,25790508,25790519,25790526,1,1,1,1,4,4,4,4,13,18,22,8,1,1,663,"1"
"626",257905,257905,257905,257905,25790504,25790513,25790515,25790522,1,2,2,2,4,4,4,4,5,20,15,16,1,2,655,"2"
"627",244723,244723,244723,244723,24472302,24472311,24472316,24472321,1,1,1,1,1,1,1,1,2,38,10,29,2,2,645,"1"
"628",244708,244708,244708,244708,24470804,24470810,24470814,24470820,1,1,1,1,1,1,1,1,3,4,30,31,1,2,556,"2"
"629",257905,257905,257905,257905,25790503,25790510,25790518,25790525,2,2,2,2,4,4,4,4,13,20,23,9,2,1,659,"1"
"630",257905,257905,257905,257905,25790504,25790513,25790515,25790522,2,2,2,2,4,4,4,4,5,20,15,16,2,1,651,"2"
"631",257899,257899,257899,257899,25789901,25789907,25789915,25789916,2,2,2,2,3,3,3,3,13,15,10,15,2,1,608,"2"
"632",253888,253888,253888,253888,25388803,25388806,25388809,25388812,2,1,2,2,3,3,3,3,5,10,25,2,2,1,626,"1"
"633",173312,173312,173312,173312,17331201,17331204,17331211,17331215,1,1,1,2,3,3,3,3,11,31,14,14,2,1,663,"1"
"634",205491,205491,205491,205491,20549104,20549107,20549110,20549114,2,2,2,2,2,2,2,2,17,18,10,22,2,1,626,"3"
"635",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,2,2,3,3,3,3,14,39,8,0,1,1,645,"1"
"636",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,2,1,711,"3"
"637",168211,168211,168211,168211,16821105,16821107,16821114,16821118,2,2,2,2,3,3,3,3,14,17,26,16,1,1,639,"3"
